ds	gene	nSNPs	pp.h4
Adipose_Visceral_Omentum	ENSG00000197279	2295	0.0114020464125605
Adipose_Visceral_Omentum	ENSG00000187626	2335	0.105965312325642
Adipose_Visceral_Omentum	ENSG00000189298	2370	0.229814037496016
Adipose_Visceral_Omentum	ENSG00000235109	2375	0.427828287529128
Adipose_Visceral_Omentum	ENSG00000158691	2401	0.0867050936134169
Adipose_Visceral_Omentum	ENSG00000187987	2499	0.257966775337707
Adipose_Visceral_Omentum	ENSG00000204713	4264	0.0142588612731878
Adipose_Visceral_Omentum	ENSG00000197935	4706	0.000187224524517426
Adipose_Visceral_Omentum	ENSG00000204644	6248	1.30615219546611e-09
Adipose_Visceral_Omentum	ENSG00000204632	5982	0.000500427803808941
Adipose_Visceral_Omentum	ENSG00000206503	5764	1.77825579793705e-08
Adipose_Visceral_Omentum	ENSG00000066379	5786	1.72346446593437e-07
Adipose_Visceral_Omentum	ENSG00000204616	5894	0.0208974902762889
Adipose_Visceral_Omentum	ENSG00000204592	8254	4.86096034431402e-06
Adipose_Visceral_Omentum	ENSG00000204574	8321	0.000175607097716497
Adipose_Visceral_Omentum	ENSG00000137312	7934	3.82242429697855e-09
Adipose_Visceral_Omentum	ENSG00000137411	6851	0.060743549644795
Adipose_Visceral_Omentum	ENSG00000204540	6059	1.45064908398278e-06
Adipose_Visceral_Omentum	ENSG00000204538	5951	1.45065535981425e-06
Adipose_Visceral_Omentum	ENSG00000204536	5872	1.29054122854356e-08
Adipose_Visceral_Omentum	ENSG00000204531	5821	8.75550663547958e-10
Adipose_Visceral_Omentum	ENSG00000206344	5790	4.15572471630213e-08
Adipose_Visceral_Omentum	ENSG00000204525	5586	1.20733446883724e-09
Adipose_Visceral_Omentum	ENSG00000234745	5419	7.55397178499397e-07
Adipose_Visceral_Omentum	ENSG00000204520	5252	6.21673438407831e-07
Adipose_Visceral_Omentum	ENSG00000204516	5534	8.650014810343e-10
Adipose_Visceral_Omentum	ENSG00000213760	5491	1.19261622224241e-09
Adipose_Visceral_Omentum	ENSG00000204482	5498	0.0278964673387062
Adipose_Visceral_Omentum	ENSG00000204435	5839	0.23972708776488
Adipose_Visceral_Omentum	ENSG00000240053	5836	4.12645385124884e-05
Adipose_Visceral_Omentum	ENSG00000213722	5676	0.150866564478954
Adipose_Visceral_Omentum	ENSG00000204388	5652	0.0528293287417618
Adipose_Visceral_Omentum	ENSG00000244731	5652	1.50296684044296e-05
Adipose_Visceral_Omentum	ENSG00000231852	5521	0.159602657823145
Adipose_Visceral_Omentum	ENSG00000204314	4986	0.036510749969616
Adipose_Visceral_Omentum	ENSG00000204305	4856	0.00322722607726402
Adipose_Visceral_Omentum	ENSG00000204287	2370	0.00320545416326513
Adipose_Visceral_Omentum	ENSG00000198502	2046	1.42730145066639e-07
Adipose_Visceral_Omentum	ENSG00000196126	2118	9.26798588993791e-07
Adipose_Visceral_Omentum	ENSG00000196735	2143	4.11200005184251e-09
Adipose_Visceral_Omentum	ENSG00000179344	2163	4.10504904838682e-09
Adipose_Visceral_Omentum	ENSG00000237541	2249	6.09137201311722e-15
Adipose_Visceral_Omentum	ENSG00000232629	2277	2.86187758723701e-19
Adipose_Visceral_Omentum	ENSG00000231500	2308	2.42126525585969e-19
Adipose_Visceral_Omentum	ENSG00000231925	2308	0.0201420837817073
Adipose_Visceral_Omentum	ENSG00000236104	2308	0.00309786083087372
Adipose_Visceral_Omentum	ENSG00000030110	1663	4.08238729462136e-12
Adipose_Visceral_Omentum	ENSG00000096433	1353	0.000575186215898764
Adipose_Visceral_Omentum	ENSG00000161896	1421	0.00011600925604206
Adipose_Visceral_Omentum	ENSG00000161904	1497	2.92736203351e-06
Adipose_Visceral_Omentum	ENSG00000196821	1451	0.00370027040729501
Adipose_Visceral_Omentum	ENSG00000124562	1302	2.84901064898287e-09
Adipose_Visceral_Omentum	ENSG00000065060	1223	3.91677950318037e-08
Adipose_Visceral_Omentum	ENSG00000124678	1091	0.00029531768532832
Adipose_Visceral_Omentum	ENSG00000112139	1472	5.2862065608902e-13
Adipose_Visceral_Omentum	ENSG00000124767	1417	8.64769356970766e-09
Adipose_Visceral_Omentum	ENSG00000137218	349	0.0193796722113194
Adipose_Visceral_Omentum	ENSG00000124593	346	0.00178731339771002
Adipose_Visceral_Omentum	ENSG00000124641	285	0.853840985676843
Adipose_Visceral_Omentum	ENSG00000164663	285	1.68384053811924e-05
Adipose_Visceral_Omentum	ENSG00000083097	129	0.350923788858044
Adipose_Visceral_Omentum	ENSG00000085382	108	0.00343196240169824
Adipose_Visceral_Omentum	ENSG00000203727	328	0.000425397676972825
Adipose_Visceral_Omentum	ENSG00000112530	685	0.943566767138671
Adrenal_Gland	ENSG00000124564	1551	3.62440390674935e-09
Adrenal_Gland	ENSG00000146109	2640	0.0385097462892027
Adrenal_Gland	ENSG00000181315	2675	5.7634048154242e-09
Adrenal_Gland	ENSG00000182952	2587	0.0401258939411784
Adrenal_Gland	ENSG00000186470	2299	2.64173545585075e-10
Adrenal_Gland	ENSG00000112812	2302	5.24096611274172e-08
Adrenal_Gland	ENSG00000124613	2048	2.31936488164891e-05
Adrenal_Gland	ENSG00000187987	2499	0.264423843851802
Adrenal_Gland	ENSG00000204644	6248	1.32312107525837e-09
Adrenal_Gland	ENSG00000204642	6232	0.00966582432920961
Adrenal_Gland	ENSG00000204632	5982	4.48783183831874e-05
Adrenal_Gland	ENSG00000204618	5796	0.0184820231174584
Adrenal_Gland	ENSG00000204616	5894	0.000398013892421671
Adrenal_Gland	ENSG00000137411	6851	0.0166752097891696
Adrenal_Gland	ENSG00000204540	6059	1.45064844970285e-06
Adrenal_Gland	ENSG00000204538	5951	1.45065517652893e-06
Adrenal_Gland	ENSG00000206344	5790	5.39857807922026e-06
Adrenal_Gland	ENSG00000204525	5586	0.000138708368882415
Adrenal_Gland	ENSG00000234745	5419	0.00969750736756482
Adrenal_Gland	ENSG00000204520	5252	1.41117474388335e-06
Adrenal_Gland	ENSG00000240053	5836	0.000178534536143349
Adrenal_Gland	ENSG00000244731	5652	0.0925137421443543
Adrenal_Gland	ENSG00000168477	5196	0.398006299373995
Adrenal_Gland	ENSG00000204314	4986	0.22175573386342
Adrenal_Gland	ENSG00000198502	2046	1.41426218292558e-07
Adrenal_Gland	ENSG00000179344	2163	0.000105798066473033
Adrenal_Gland	ENSG00000237541	2249	1.99425804477049e-15
Adrenal_Gland	ENSG00000232629	2277	3.00338515612659e-19
Adrenal_Gland	ENSG00000204209	2308	0.00866026456620252
Adrenal_Gland	ENSG00000030110	1663	1.38132970354513e-09
Adrenal_Gland	ENSG00000096433	1353	4.02956198408891e-05
Adrenal_Gland	ENSG00000137288	1364	0.0116029901464959
Adrenal_Gland	ENSG00000161896	1421	0.511694073800911
Adrenal_Gland	ENSG00000161904	1497	0.0703922532093417
Adrenal_Gland	ENSG00000196821	1451	0.0228706014810021
Adrenal_Gland	ENSG00000124562	1302	1.43808278017811e-05
Adrenal_Gland	ENSG00000065060	1223	4.07161356306374e-08
Adrenal_Gland	ENSG00000112139	1472	6.6391211383432e-13
Adrenal_Gland	ENSG00000137218	349	0.0830731549629886
Adrenal_Gland	ENSG00000124593	346	0.689692576173703
Adrenal_Gland	ENSG00000164663	285	0.000466975436072639
Adrenal_Gland	ENSG00000112715	43	0.446844990793381
Adrenal_Gland	ENSG00000085382	108	0.720083879694941
Adrenal_Gland	ENSG00000112530	685	0.946154689613537
Artery_Aorta	ENSG00000124782	539	0.908372462774282
Artery_Aorta	ENSG00000111801	2470	0.0382018057831328
Artery_Aorta	ENSG00000112343	1691	0.00178179661375682
Artery_Aorta	ENSG00000112763	2484	0.000275510132377634
Artery_Aorta	ENSG00000124508	2331	0.050627529046719
Artery_Aorta	ENSG00000146109	2640	0.00380415842064596
Artery_Aorta	ENSG00000181315	2675	5.65895361570143e-10
Artery_Aorta	ENSG00000186470	2299	2.63216201620136e-10
Artery_Aorta	ENSG00000112812	2302	0.0119637450865011
Artery_Aorta	ENSG00000124613	2048	7.43483678213722e-06
Artery_Aorta	ENSG00000197279	2295	0.0041661857439061
Artery_Aorta	ENSG00000235109	2375	0.16752150799126
Artery_Aorta	ENSG00000187987	2499	0.141218750341092
Artery_Aorta	ENSG00000232040	2786	0.0626519676549018
Artery_Aorta	ENSG00000204713	4264	0.000561516078668455
Artery_Aorta	ENSG00000204655	6239	1.26997533176415e-06
Artery_Aorta	ENSG00000204644	6248	1.3060565709783e-09
Artery_Aorta	ENSG00000204632	5982	0.000381659939501528
Artery_Aorta	ENSG00000206503	5764	1.03414323981491e-09
Artery_Aorta	ENSG00000066379	5786	1.31886706398399e-07
Artery_Aorta	ENSG00000204618	5796	0.000153216869188667
Artery_Aorta	ENSG00000241370	7442	0.00200684837173311
Artery_Aorta	ENSG00000204574	8321	8.04652570900837e-05
Artery_Aorta	ENSG00000146112	8212	3.64370824110549e-09
Artery_Aorta	ENSG00000137404	8195	0.0461205433405971
Artery_Aorta	ENSG00000137312	7934	5.18874142419619e-05
Artery_Aorta	ENSG00000137411	6851	0.0288862072854818
Artery_Aorta	ENSG00000204540	6059	1.45064867442971e-06
Artery_Aorta	ENSG00000204538	5951	1.45065532957562e-06
Artery_Aorta	ENSG00000204536	5872	1.290124858779e-08
Artery_Aorta	ENSG00000204531	5821	3.24368350218146e-09
Artery_Aorta	ENSG00000206344	5790	3.92092084029003e-07
Artery_Aorta	ENSG00000204525	5586	0.00011753469686601
Artery_Aorta	ENSG00000234745	5419	2.14679905010046e-07
Artery_Aorta	ENSG00000204520	5252	7.51092097842444e-07
Artery_Aorta	ENSG00000204516	5534	7.78042390694942e-10
Artery_Aorta	ENSG00000213760	5491	1.19263012676118e-09
Artery_Aorta	ENSG00000204463	5843	4.9538072759458e-06
Artery_Aorta	ENSG00000204438	5838	0.715412960802301
Artery_Aorta	ENSG00000240053	5836	4.38112805498036e-05
Artery_Aorta	ENSG00000204351	5652	1.05110052047464e-06
Artery_Aorta	ENSG00000204410	5652	0.649437752779642
Artery_Aorta	ENSG00000224389	5652	0.417360968418918
Artery_Aorta	ENSG00000243649	5652	0.595828478741243
Artery_Aorta	ENSG00000244731	5652	1.63005613899471e-05
Artery_Aorta	ENSG00000204301	4570	0.295565573771832
Artery_Aorta	ENSG00000198502	2046	1.42443704551253e-07
Artery_Aorta	ENSG00000196126	2118	3.7828875025285e-06
Artery_Aorta	ENSG00000196735	2143	4.18185741102914e-06
Artery_Aorta	ENSG00000179344	2163	4.1050492179432e-09
Artery_Aorta	ENSG00000237541	2249	5.52024021676406e-16
Artery_Aorta	ENSG00000232629	2277	2.86187758723713e-19
Artery_Aorta	ENSG00000204209	2308	2.62860919094894e-12
Artery_Aorta	ENSG00000231925	2308	3.714146955379e-13
Artery_Aorta	ENSG00000112514	2178	0.0417361480187895
Artery_Aorta	ENSG00000030110	1663	4.28475824381583e-12
Artery_Aorta	ENSG00000096433	1353	0.00056212431034441
Artery_Aorta	ENSG00000137309	2131	0.0432390311986261
Artery_Aorta	ENSG00000161896	1421	1.51924878684038e-07
Artery_Aorta	ENSG00000161904	1497	0.00515290521665612
Artery_Aorta	ENSG00000196821	1451	0.00422373625420588
Artery_Aorta	ENSG00000124562	1302	0.0097696966489407
Artery_Aorta	ENSG00000065060	1223	3.34067149150975e-08
Artery_Aorta	ENSG00000064999	1091	0.0102942729265797
Artery_Aorta	ENSG00000198755	1091	0.0683687037027574
Artery_Aorta	ENSG00000112139	1472	8.6599839133329e-13
Artery_Aorta	ENSG00000183826	1520	3.886164100141e-08
Artery_Aorta	ENSG00000124767	1417	3.37567883286811e-08
Artery_Aorta	ENSG00000137218	349	0.00498425185765405
Artery_Aorta	ENSG00000124593	346	4.03595500478144e-05
Artery_Aorta	ENSG00000112578	285	0.810279601857808
Artery_Aorta	ENSG00000124641	285	0.939838200533519
Artery_Aorta	ENSG00000164663	285	0.0102534449582208
Artery_Aorta	ENSG00000112309	366	0.0769027227276611
Artery_Aorta	ENSG00000079841	72	0.992804717519915
Artery_Aorta	ENSG00000083097	129	0.358679029528149
Artery_Aorta	ENSG00000112249	868	0.000492729500999464
Artery_Aorta	ENSG00000164418	868	0.0331427399180672
Artery_Aorta	ENSG00000085382	108	0.298062050902347
Artery_Aorta	ENSG00000112530	685	0.939187865000083
Artery_Coronary	ENSG00000124508	2331	0.0329513191687456
Artery_Coronary	ENSG00000146109	2640	0.0471517066740623
Artery_Coronary	ENSG00000181315	2675	5.90377919319957e-09
Artery_Coronary	ENSG00000124613	2048	7.64624573937906e-06
Artery_Coronary	ENSG00000197279	2295	0.0698175244181867
Artery_Coronary	ENSG00000187987	2499	0.0630393463811551
Artery_Coronary	ENSG00000204644	6248	1.30600178707376e-09
Artery_Coronary	ENSG00000204642	6232	0.00679572814061856
Artery_Coronary	ENSG00000204632	5982	0.0101046051114829
Artery_Coronary	ENSG00000206503	5764	3.83612703604935e-06
Artery_Coronary	ENSG00000204618	5796	0.0466960806563954
Artery_Coronary	ENSG00000204592	8254	0.00818383636262843
Artery_Coronary	ENSG00000204574	8321	0.0289232286140106
Artery_Coronary	ENSG00000137411	6851	0.297848525601108
Artery_Coronary	ENSG00000204540	6059	1.45064814534288e-06
Artery_Coronary	ENSG00000204538	5951	1.46993873676638e-06
Artery_Coronary	ENSG00000206344	5790	0.000226623105018298
Artery_Coronary	ENSG00000204525	5586	4.94381779008981e-06
Artery_Coronary	ENSG00000234745	5419	0.000418441983158485
Artery_Coronary	ENSG00000204520	5252	8.30707375342729e-07
Artery_Coronary	ENSG00000204516	5534	2.6966731239428e-07
Artery_Coronary	ENSG00000198502	2046	1.4140076218356e-07
Artery_Coronary	ENSG00000196126	2118	0.000425534300574775
Artery_Coronary	ENSG00000179344	2163	4.11549139256405e-09
Artery_Coronary	ENSG00000237541	2249	4.88225998927797e-15
Artery_Coronary	ENSG00000232629	2277	2.86187831180497e-19
Artery_Coronary	ENSG00000231925	2308	0.00154312523287027
Artery_Coronary	ENSG00000112514	2178	0.293747669073547
Artery_Coronary	ENSG00000030110	1663	0.000500440191694276
Artery_Coronary	ENSG00000161904	1497	0.208810421597588
Artery_Coronary	ENSG00000196821	1451	0.0482713545759393
Artery_Coronary	ENSG00000124562	1302	0.0383262905608337
Artery_Coronary	ENSG00000065060	1223	4.86052417621514e-08
Artery_Coronary	ENSG00000112041	1089	0.0539973719482357
Artery_Coronary	ENSG00000112139	1472	1.43128712234368e-07
Artery_Coronary	ENSG00000124641	285	0.970963478722669
Artery_Coronary	ENSG00000083097	129	0.351273378051178
Artery_Coronary	ENSG00000112249	868	0.394999863972864
Artery_Coronary	ENSG00000112530	685	0.941905900940665
Artery_Tibial	ENSG00000124782	539	0.100821216839957
Artery_Tibial	ENSG00000112137	325	0.917450575728365
Artery_Tibial	ENSG00000026950	2395	3.27308080418496e-08
Artery_Tibial	ENSG00000111801	2470	0.000464357084305673
Artery_Tibial	ENSG00000112343	1691	0.000158098117855365
Artery_Tibial	ENSG00000112763	2484	0.0150193562982492
Artery_Tibial	ENSG00000124508	2331	0.0511653735545604
Artery_Tibial	ENSG00000146109	2640	0.0152350573795612
Artery_Tibial	ENSG00000158406	2165	0.0825602034233412
Artery_Tibial	ENSG00000181315	2675	5.58069931762585e-10
Artery_Tibial	ENSG00000182952	2587	2.8410202077714e-05
Artery_Tibial	ENSG00000186470	2299	2.6311164309073e-10
Artery_Tibial	ENSG00000197903	2472	0.00465910655566044
Artery_Tibial	ENSG00000112812	2302	1.63519687395564e-06
Artery_Tibial	ENSG00000124613	2048	8.47162437011747e-06
Artery_Tibial	ENSG00000197279	2295	0.00311704017133761
Artery_Tibial	ENSG00000198315	2315	0.171787084290934
Artery_Tibial	ENSG00000137185	2339	0.278482272957888
Artery_Tibial	ENSG00000189298	2370	0.0111487585340525
Artery_Tibial	ENSG00000235109	2375	0.0520513720300961
Artery_Tibial	ENSG00000158691	2401	0.0825698532935425
Artery_Tibial	ENSG00000187987	2499	0.0123340823189105
Artery_Tibial	ENSG00000232040	2786	0.398871478454325
Artery_Tibial	ENSG00000204713	4264	0.000679252897121486
Artery_Tibial	ENSG00000197935	4706	0.000162383560844658
Artery_Tibial	ENSG00000204657	6234	0.00442025484792354
Artery_Tibial	ENSG00000204681	6254	0.0798264598268974
Artery_Tibial	ENSG00000204655	6239	9.59100147234496e-09
Artery_Tibial	ENSG00000204644	6248	1.3062112294767e-09
Artery_Tibial	ENSG00000204642	6232	4.90372061970409e-06
Artery_Tibial	ENSG00000204632	5982	4.75714005542349e-06
Artery_Tibial	ENSG00000206503	5764	9.20712301972566e-10
Artery_Tibial	ENSG00000066379	5786	0.000162676566237625
Artery_Tibial	ENSG00000204618	5796	5.87241758532924e-09
Artery_Tibial	ENSG00000234127	6279	6.70227873362019e-06
Artery_Tibial	ENSG00000241370	7442	3.36009460819527e-05
Artery_Tibial	ENSG00000204592	8254	1.81463896318258e-06
Artery_Tibial	ENSG00000204574	8321	2.53136669127887e-05
Artery_Tibial	ENSG00000204568	8286	0.0674330309418876
Artery_Tibial	ENSG00000146112	8212	5.56744879515377e-09
Artery_Tibial	ENSG00000137337	8033	0.0329000171927458
Artery_Tibial	ENSG00000137312	7934	0.054584542303125
Artery_Tibial	ENSG00000213780	6852	0.0336720182724149
Artery_Tibial	ENSG00000137411	6851	1.16429537400291e-07
Artery_Tibial	ENSG00000204540	6059	1.45064910330475e-06
Artery_Tibial	ENSG00000204538	5951	1.45065531785545e-06
Artery_Tibial	ENSG00000204536	5872	5.80349136269343e-10
Artery_Tibial	ENSG00000204531	5821	7.51215006067779e-10
Artery_Tibial	ENSG00000206344	5790	2.45839197774911e-07
Artery_Tibial	ENSG00000204525	5586	0.000135085988260571
Artery_Tibial	ENSG00000234745	5419	1.06476305562319e-09
Artery_Tibial	ENSG00000204520	5252	7.1448643305962e-07
Artery_Tibial	ENSG00000204516	5534	7.79186383579915e-10
Artery_Tibial	ENSG00000204498	5491	0.0379477967591449
Artery_Tibial	ENSG00000213760	5491	1.19261473296392e-09
Artery_Tibial	ENSG00000204463	5843	4.95331403785966e-06
Artery_Tibial	ENSG00000240053	5836	4.59401135271976e-05
Artery_Tibial	ENSG00000204428	5804	4.3249126147451e-05
Artery_Tibial	ENSG00000204351	5652	1.1403640038363e-06
Artery_Tibial	ENSG00000204388	5652	0.0416223926826701
Artery_Tibial	ENSG00000224389	5652	0.045073756148113
Artery_Tibial	ENSG00000243649	5652	0.0384353690776661
Artery_Tibial	ENSG00000244731	5652	1.62933142414588e-05
Artery_Tibial	ENSG00000231852	5521	0.000122331356582595
Artery_Tibial	ENSG00000213676	5108	7.36259710489309e-05
Artery_Tibial	ENSG00000204304	4817	0.0250235746000319
Artery_Tibial	ENSG00000204301	4570	0.0227019718018341
Artery_Tibial	ENSG00000204287	2370	0.0231070156040665
Artery_Tibial	ENSG00000198502	2046	1.41356619686228e-07
Artery_Tibial	ENSG00000196126	2118	2.58011622596547e-06
Artery_Tibial	ENSG00000196735	2143	4.66811200150551e-09
Artery_Tibial	ENSG00000179344	2163	4.10504904838682e-09
Artery_Tibial	ENSG00000237541	2249	4.18857018964815e-15
Artery_Tibial	ENSG00000232629	2277	2.86187758723701e-19
Artery_Tibial	ENSG00000241106	2339	1.89693860485845e-06
Artery_Tibial	ENSG00000227057	2308	0.00114536792550574
Artery_Tibial	ENSG00000231500	2308	3.34229927299724e-19
Artery_Tibial	ENSG00000231925	2308	4.68550424183811e-10
Artery_Tibial	ENSG00000030110	1663	4.17429726506517e-12
Artery_Tibial	ENSG00000096433	1353	4.58518282799489e-06
Artery_Tibial	ENSG00000137288	1364	0.075539031455952
Artery_Tibial	ENSG00000161896	1421	7.30887001337778e-19
Artery_Tibial	ENSG00000161904	1497	5.84862165591549e-07
Artery_Tibial	ENSG00000196821	1451	1.59902968390327e-07
Artery_Tibial	ENSG00000124562	1302	1.28015176129859e-09
Artery_Tibial	ENSG00000065060	1223	4.70293748149192e-08
Artery_Tibial	ENSG00000065029	1091	0.000693941011251725
Artery_Tibial	ENSG00000124678	1091	2.44946496503641e-08
Artery_Tibial	ENSG00000198755	1091	2.03744139936901e-05
Artery_Tibial	ENSG00000112139	1472	6.01322974591654e-13
Artery_Tibial	ENSG00000156639	1520	0.0980009725480578
Artery_Tibial	ENSG00000183826	1520	7.07647977327886e-15
Artery_Tibial	ENSG00000124767	1417	1.96016826054598e-15
Artery_Tibial	ENSG00000137218	349	0.0130401634881618
Artery_Tibial	ENSG00000124593	346	0.127067989176505
Artery_Tibial	ENSG00000124641	285	0.898913188227222
Artery_Tibial	ENSG00000164663	285	0.00157276096017484
Artery_Tibial	ENSG00000112309	366	0.0915722638212201
Artery_Tibial	ENSG00000079841	72	0.00540079106177898
Artery_Tibial	ENSG00000083097	129	0.359555390071296
Artery_Tibial	ENSG00000118420	129	0.75598276919723
Artery_Tibial	ENSG00000203877	129	0.914098212054041
Artery_Tibial	ENSG00000112234	368	0.387447270442642
Artery_Tibial	ENSG00000112249	868	5.28546791901433e-05
Artery_Tibial	ENSG00000164418	868	0.180268232090061
Artery_Tibial	ENSG00000112530	685	0.944728901457912
Brain_Amygdala	ENSG00000181315	2675	0.00104829089700007
Brain_Amygdala	ENSG00000124613	2048	0.000573580480317558
Brain_Amygdala	ENSG00000235109	2375	0.0588357620330641
Brain_Amygdala	ENSG00000204709	4312	0.125588385127366
Brain_Amygdala	ENSG00000206503	5764	0.0570058103748135
Brain_Amygdala	ENSG00000137411	6851	0.242775519756647
Brain_Amygdala	ENSG00000204540	6059	0.0110281863332167
Brain_Amygdala	ENSG00000204525	5586	4.56507718609526e-05
Brain_Amygdala	ENSG00000204520	5252	2.06032490660428e-06
Brain_Amygdala	ENSG00000198502	2046	5.60728648171503e-08
Brain_Amygdala	ENSG00000196126	2118	0.000385734391581788
Brain_Amygdala	ENSG00000237541	2249	1.45983290723657e-08
Brain_Amygdala	ENSG00000232629	2277	7.25608358845298e-06
Brain_Amygdala	ENSG00000030110	1663	0.170833265562546
Brain_Amygdala	ENSG00000196821	1451	0.0440465928023914
Brain_Amygdala	ENSG00000124562	1302	0.000142419649283316
Brain_Amygdala	ENSG00000065060	1223	0.000170533242465566
Brain_Anterior_cingulate_cortex_BA24	ENSG00000124508	2331	0.0215506641612075
Brain_Anterior_cingulate_cortex_BA24	ENSG00000181315	2675	6.38459338930716e-06
Brain_Anterior_cingulate_cortex_BA24	ENSG00000186470	2299	8.36777939482972e-07
Brain_Anterior_cingulate_cortex_BA24	ENSG00000124613	2048	1.44570822854481e-05
Brain_Anterior_cingulate_cortex_BA24	ENSG00000198315	2315	0.150631473784532
Brain_Anterior_cingulate_cortex_BA24	ENSG00000137185	2339	0.454806490234173
Brain_Anterior_cingulate_cortex_BA24	ENSG00000137338	2353	0.344515595999628
Brain_Anterior_cingulate_cortex_BA24	ENSG00000235109	2375	0.278585505889353
Brain_Anterior_cingulate_cortex_BA24	ENSG00000204709	4312	0.0737846593462685
Brain_Anterior_cingulate_cortex_BA24	ENSG00000204681	6254	0.0347535209160043
Brain_Anterior_cingulate_cortex_BA24	ENSG00000204642	6232	0.0456019890637587
Brain_Anterior_cingulate_cortex_BA24	ENSG00000206503	5764	0.0552988652258867
Brain_Anterior_cingulate_cortex_BA24	ENSG00000206344	5790	0.00665985322097535
Brain_Anterior_cingulate_cortex_BA24	ENSG00000204525	5586	0.000109375436661818
Brain_Anterior_cingulate_cortex_BA24	ENSG00000234745	5419	0.0363308024240867
Brain_Anterior_cingulate_cortex_BA24	ENSG00000204520	5252	5.51140914238368e-07
Brain_Anterior_cingulate_cortex_BA24	ENSG00000198502	2046	1.11838771568312e-07
Brain_Anterior_cingulate_cortex_BA24	ENSG00000196126	2118	3.59511827797869e-06
Brain_Anterior_cingulate_cortex_BA24	ENSG00000179344	2163	0.00125033611864049
Brain_Anterior_cingulate_cortex_BA24	ENSG00000237541	2249	1.39587534602137e-07
Brain_Anterior_cingulate_cortex_BA24	ENSG00000030110	1663	0.120852143639148
Brain_Anterior_cingulate_cortex_BA24	ENSG00000161904	1497	0.0129109649649168
Brain_Anterior_cingulate_cortex_BA24	ENSG00000196821	1451	0.0493652770025543
Brain_Anterior_cingulate_cortex_BA24	ENSG00000124562	1302	0.00199279497480113
Brain_Anterior_cingulate_cortex_BA24	ENSG00000065060	1223	0.00132575826721719
Brain_Anterior_cingulate_cortex_BA24	ENSG00000183826	1520	0.0443939423674837
Brain_Anterior_cingulate_cortex_BA24	ENSG00000137166	480	0.458284333953954
Brain_Anterior_cingulate_cortex_BA24	ENSG00000124641	285	0.465662272587474
Brain_Anterior_cingulate_cortex_BA24	ENSG00000112530	685	0.608011492559788
Brain_Caudate_basal_ganglia	ENSG00000026950	2395	0.0461994301809152
Brain_Caudate_basal_ganglia	ENSG00000112763	2484	0.00907170189437538
Brain_Caudate_basal_ganglia	ENSG00000124508	2331	1.81420138374009e-05
Brain_Caudate_basal_ganglia	ENSG00000146109	2640	0.0797046080926025
Brain_Caudate_basal_ganglia	ENSG00000158373	1959	0.651595274943347
Brain_Caudate_basal_ganglia	ENSG00000181315	2675	6.17875544406369e-09
Brain_Caudate_basal_ganglia	ENSG00000186470	2299	1.00717541466957e-09
Brain_Caudate_basal_ganglia	ENSG00000187837	1816	1.92666725306613e-05
Brain_Caudate_basal_ganglia	ENSG00000124613	2048	8.26059495981337e-06
Brain_Caudate_basal_ganglia	ENSG00000096654	1851	0.0323255113815158
Brain_Caudate_basal_ganglia	ENSG00000198315	2315	0.0834642060264756
Brain_Caudate_basal_ganglia	ENSG00000137338	2353	0.160888833695778
Brain_Caudate_basal_ganglia	ENSG00000189298	2370	0.599979278022874
Brain_Caudate_basal_ganglia	ENSG00000235109	2375	0.401481040354969
Brain_Caudate_basal_ganglia	ENSG00000187987	2499	0.134325297203215
Brain_Caudate_basal_ganglia	ENSG00000204709	4312	0.216386516124876
Brain_Caudate_basal_ganglia	ENSG00000204681	6254	0.0372501845243603
Brain_Caudate_basal_ganglia	ENSG00000206503	5764	0.0172136463808868
Brain_Caudate_basal_ganglia	ENSG00000204618	5796	0.000499605405496398
Brain_Caudate_basal_ganglia	ENSG00000234127	6279	0.0116825722014169
Brain_Caudate_basal_ganglia	ENSG00000137312	7934	0.0325690043144959
Brain_Caudate_basal_ganglia	ENSG00000204540	6059	0.000511990295184037
Brain_Caudate_basal_ganglia	ENSG00000206344	5790	7.64614845740714e-06
Brain_Caudate_basal_ganglia	ENSG00000204525	5586	3.14901899982951e-05
Brain_Caudate_basal_ganglia	ENSG00000234745	5419	0.0278389862368944
Brain_Caudate_basal_ganglia	ENSG00000204520	5252	5.15298672363786e-06
Brain_Caudate_basal_ganglia	ENSG00000204463	5843	0.000895662235328328
Brain_Caudate_basal_ganglia	ENSG00000204428	5804	3.185114176011e-05
Brain_Caudate_basal_ganglia	ENSG00000204371	5652	0.640049058707293
Brain_Caudate_basal_ganglia	ENSG00000231852	5521	0.0463578883837443
Brain_Caudate_basal_ganglia	ENSG00000204287	2370	0.0172484815367743
Brain_Caudate_basal_ganglia	ENSG00000198502	2046	7.32229205986353e-08
Brain_Caudate_basal_ganglia	ENSG00000196126	2118	3.09076241577239e-07
Brain_Caudate_basal_ganglia	ENSG00000237541	2249	8.1654475944557e-15
Brain_Caudate_basal_ganglia	ENSG00000232629	2277	2.10225911485013e-16
Brain_Caudate_basal_ganglia	ENSG00000030110	1663	0.0291869278198227
Brain_Caudate_basal_ganglia	ENSG00000096433	1353	0.0561320808704948
Brain_Caudate_basal_ganglia	ENSG00000137288	1364	0.0975673243030676
Brain_Caudate_basal_ganglia	ENSG00000161904	1497	0.0193299548983284
Brain_Caudate_basal_ganglia	ENSG00000196821	1451	1.20389131730089e-05
